,Compound Score,Date,Negative Sentiment,Neutral Sentiment,Order Position,Positive Sentiment,Source,Tweet
172,0.4404,Sun Mar 11 01:00:18 +0000 2018,0.0,0.805,72,0.195,CNN,Ireland seals Six Nations Championship title with four-try victory over Scotland https://t.co/uvZ1EZ067i https://t.co/AL5mTXS040
173,-0.5096,Sun Mar 11 00:58:33 +0000 2018,0.23,0.77,73,0.0,CNN,"President Trump: Even President Ronald Reagan ""was not great"" on trade https://t.co/UETvww4jNW"
174,0.0,Sun Mar 11 00:46:34 +0000 2018,0.0,1.0,74,0.0,CNN,"President Trump announces his 2020 campaign slogan: ""Keep America Great!"" https://t.co/hKeK7AB2h6"
175,0.6369,Sun Mar 11 00:39:31 +0000 2018,0.0,0.741,75,0.259,CNN,"President Trump: ""I'd love to beat Oprah"" in the 2020 presidential election https://t.co/t30yRIq0zd"
176,0.296,Sun Mar 11 00:30:04 +0000 2018,0.0,0.855,76,0.145,CNN,Turkish court frees 2 journalists on bail in trial of Cumhuriyet opposition paper https://t.co/Un1EUty2p6 https://t.co/mEJQZ19oc5
177,0.0,Sun Mar 11 00:26:45 +0000 2018,0.0,1.0,77,0.0,CNN,"President Trump hits his predecessors on North Korea: ""They had their shot and all they did was nothing"" https://t.co/CIkhp64uW2"
178,0.0,Sun Mar 11 00:20:39 +0000 2018,0.0,1.0,78,0.0,CNN,"President Trump on negotiations with North Korea: ""This should have been handled, by the way, over the last 30 year… https://t.co/dKCUO0NRzD"
179,0.3818,Sun Mar 11 00:14:02 +0000 2018,0.056,0.808,79,0.136,CNN,President Trump touts his new steel and aluminum tariffs during a rally for Pennsylvania GOP special election candi… https://t.co/Q3E8P3zFBy
180,0.7906,Sun Mar 11 00:00:06 +0000 2018,0.0,0.611,80,0.389,CNN,Will Supreme Court Justice Anthony Kennedy retire and be Republicans' Senate savior?https://t.co/kr6I66I97I https://t.co/RnI7IY8i3j
181,0.2732,Sat Mar 10 23:30:13 +0000 2018,0.161,0.622,81,0.218,CNN,LGBTQ groups cry discrimination as Republican Sen. Mike Lee reintroduces religious freedom bill… https://t.co/HqPsXmxcYf
182,0.4939,Sat Mar 10 23:00:19 +0000 2018,0.112,0.612,82,0.276,CNN,President Trump's trade moves may be of no help in Pennsylvania special election https://t.co/11inyamR9f https://t.co/vJMpYrhEkU
183,0.3182,Sat Mar 10 22:45:03 +0000 2018,0.0,0.887,83,0.113,CNN,US Secretary of State Rex Tillerson changes tune after President Trump accepts meeting with North Korean leader Kim… https://t.co/kFsksZqn0u
184,0.0,Sat Mar 10 22:30:12 +0000 2018,0.0,1.0,84,0.0,CNN,President Trump's estranged adviser Steve Bannon tells a far-right gathering in France that they should handle accu… https://t.co/X2jidYv3xU
185,0.3612,Sat Mar 10 22:15:05 +0000 2018,0.0,0.828,85,0.172,CNN,"Steven Spielberg's ""Ready Player One"" to have world premiere at SXSW https://t.co/AzahlUPzxB https://t.co/P6cND1J2cs"
186,0.0,Sat Mar 10 22:00:22 +0000 2018,0.0,1.0,86,0.0,CNN,Attorney General Jeff Sessions tests limits of immigration powers with asylum moves https://t.co/B8AfIWFrDD https://t.co/8D4RnpFuT3
187,0.0258,Sat Mar 10 21:45:06 +0000 2018,0.318,0.359,87,0.323,CNN,The week President Trump rewarded enemies and punished friends https://t.co/h9ZNBoxZ9q https://t.co/wgTo39OKvt
188,-0.4767,Sat Mar 10 21:30:16 +0000 2018,0.199,0.736,88,0.065,CNN,"""The darkness is there to show you your light."" Oprah Winfrey gives advice to Americans feeling jaded amid increasi… https://t.co/bNTETFcemm"
189,0.0,Sat Mar 10 21:15:07 +0000 2018,0.0,1.0,89,0.0,CNN,Why is the US rolling back this high-return global investment? https://t.co/PHS5LIGmDj (via @CNNOpinion) https://t.co/nPp5q40N5r
190,0.6369,Sat Mar 10 21:00:53 +0000 2018,0.0,0.785,90,0.215,CNN,Jackie Kennedy looked like a movie star on her wedding day. But it wasn’t the wedding of her dreams. Go inside… https://t.co/oCzygC50Dv
191,0.0,Sat Mar 10 20:45:08 +0000 2018,0.0,1.0,91,0.0,CNN,Read CNN's interview with Stormy Daniels https://t.co/YIfuKhzX3Q https://t.co/HJOLk05OHs
192,-0.1779,Sat Mar 10 20:30:06 +0000 2018,0.17,0.709,92,0.121,CNN,"Florida adopts a wide package of gun laws, while Washington stalls https://t.co/F9zXo17teo https://t.co/dZlwaY7P7X"
193,0.0,Sat Mar 10 20:15:08 +0000 2018,0.0,1.0,93,0.0,CNN,How porn star Stormy Daniels could impact the Russia investigation https://t.co/JoYkWOmiOx https://t.co/4UiUdSq7pE
194,0.0,Sat Mar 10 20:00:22 +0000 2018,0.0,1.0,94,0.0,CNN,"Adwoa Aboah announces next ""Gurls Talk"" event in Ghana https://t.co/TI9WQ2BMZT https://t.co/dWDF0fpn3X"
195,-0.4215,Sat Mar 10 19:45:05 +0000 2018,0.237,0.763,95,0.0,CNN,Why China's footprint in Africa worries the US https://t.co/p1XrRgGA01 https://t.co/JXSDwDzDQ5
196,0.0,Sat Mar 10 19:30:18 +0000 2018,0.163,0.674,96,0.163,CNN,Porn star Stormy Daniels says Trump scandal has been good for business https://t.co/CWliGpCPF5 https://t.co/VXZew4GxnF
197,0.0,Sat Mar 10 19:15:09 +0000 2018,0.0,1.0,97,0.0,CNN,"""Black Panther"" to cross $1 billion worldwide in less than a month https://t.co/HKIJkqfpvn https://t.co/q6pnbyPeJ8"
198,0.0,Sat Mar 10 19:00:13 +0000 2018,0.0,1.0,98,0.0,CNN,A woman rode a horse into a dance club in Miami Beach https://t.co/e1ipW7Mih8 https://t.co/2MVq8Z8dEl
199,-0.3818,Sat Mar 10 18:45:03 +0000 2018,0.231,0.769,99,0.0,CNN,A lawsuit accusing Harvard of capping Asian-American admissions could be tried this summer https://t.co/c6DLxTGmlp https://t.co/oSb5ywGPjT
200,0.0,Sun Mar 11 22:11:28 +0000 2018,0.0,1.0,0,0.0,Fox News,'Disease X' could be the world's next epidemic https://t.co/j7EayK45sL
201,0.4215,Sun Mar 11 22:07:02 +0000 2018,0.0,0.682,1,0.318,Fox News,White House school safety policy. https://t.co/NHsiHnrCbS https://t.co/3JKXrzTAkC
202,-0.5574,Sun Mar 11 22:03:45 +0000 2018,0.365,0.635,2,0.0,Fox News,"Airport police find gun in bag, suspect rapper @thejuelzsantana https://t.co/ggqIRQr00r"
203,0.0,Sun Mar 11 21:56:00 +0000 2018,0.0,1.0,3,0.0,Fox News,".@RepMaxineWaters Responds to Trump's 'Low-IQ' Comments: 'If Mueller Doesn't Get Him, Stormy Daniels Will' https://t.co/uSEgR32Abb"
204,0.0,Sun Mar 11 21:49:32 +0000 2018,0.0,1.0,4,0.0,Fox News,LOOK: Liberal Group Launches Anti-Trump Dating Site https://t.co/fKe9Q3ykuG
205,-0.3384,Sun Mar 11 21:41:00 +0000 2018,0.23,0.77,5,0.0,Fox News,"President @realDonaldTrump: ""@MaxineWaters - a very low IQ individual.""  https://t.co/hGCB1MlvSx https://t.co/rLGV2SRAiU"
206,0.4939,Sun Mar 11 21:38:00 +0000 2018,0.0,0.738,6,0.262,Fox News,"On @foxandfriends, Democrat @Dennis_Kucinich praised President @realDonaldTrump's tariff plans.… https://t.co/XhipKaq07R"
207,0.34,Sun Mar 11 21:33:56 +0000 2018,0.0,0.793,7,0.207,Fox News,Chuck Todd responds to Trump's 'son of a b---h' jab: 'It creates a challenge to parents' https://t.co/5UPUijw1mJ
208,-0.6249,Sun Mar 11 21:25:56 +0000 2018,0.267,0.733,8,0.0,Fox News,Coffee shop under fire for refusing to serve uniformed police officers. @WillCarrFNC has the story.… https://t.co/TyNqzOqK8A
209,-0.7964,Sun Mar 11 21:25:04 +0000 2018,0.353,0.647,9,0.0,Fox News,Arrest made in cold case murder of Massachusetts teen more than three decades ago https://t.co/kZKo3R5VhF
210,-0.1531,Sun Mar 11 21:23:26 +0000 2018,0.231,0.513,10,0.256,Fox News,Bono issues apology for alleged worker abuses at his charity https://t.co/FIUuvS5HXW
211,0.7269,Sun Mar 11 21:22:00 +0000 2018,0.0,0.711,11,0.289,Fox News,"TONIGHT on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with Israeli PM @netanyahu - Tune in… https://t.co/vFAC4iiiCj"
212,0.3612,Sun Mar 11 21:17:00 +0000 2018,0.104,0.724,12,0.172,Fox News,"On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead… https://t.co/OplJoMOuH2"
213,0.3384,Sun Mar 11 21:11:47 +0000 2018,0.0,0.834,13,0.166,Fox News,"Missouri's laws are the most lenient for marrying child brides, report finds https://t.co/kv9BD8Kphk"
214,-0.5106,Sun Mar 11 21:01:27 +0000 2018,0.268,0.732,14,0.0,Fox News,Outrage over 'terrible' Atlantic apologist piece on Louis Farrakhan https://t.co/v3Y9HRMxBJ
215,0.4939,Sun Mar 11 20:51:40 +0000 2018,0.0,0.814,15,0.186,Fox News,GOP congressional candidate Rick @Saccone4PA18 praised President @realDonaldTrump during his campaign rally on Satu… https://t.co/4qAKamdyhp
216,-0.296,Sun Mar 11 20:44:34 +0000 2018,0.128,0.872,16,0.0,Fox News,"Georgia police officer 'kidnapped' by gang members during traffic stop caught on video, officials say https://t.co/BcaHMU69pc"
217,0.3612,Sun Mar 11 20:40:51 +0000 2018,0.0,0.848,17,0.152,Fox News,.@GovMikeHuckabee: @realDonaldTrump Is Like Joe Frazier 'At the Center of the Ring Throwing Punches' https://t.co/BhRL7WikXo
218,-0.6597,Sun Mar 11 20:38:10 +0000 2018,0.286,0.714,18,0.0,Fox News,"Turkish private plane crashes in Iran, killing 11 women on board https://t.co/xXmbsw3c1g"
219,-0.1027,Sun Mar 11 20:32:15 +0000 2018,0.145,0.726,19,0.129,Fox News,"Woman, 32, gets decades in jail for drugging kids in illegal Oregon day care to go tanning, do @CrossFit https://t.co/9IoKeq0LCd"
220,-0.7351,Sun Mar 11 20:24:27 +0000 2018,0.36,0.64,20,0.0,Fox News,Russian spy poisoning prompts warning for hundreds after nerve agent traces found https://t.co/7XychLZ46Z
221,0.0772,Sun Mar 11 20:17:19 +0000 2018,0.0,0.936,21,0.064,Fox News,".@StefWKight on @POTUS, Kim Jong Un meeting: ""I think everyone has a reason to want this to come out successfully..… https://t.co/G00Q9fGw9p"
222,0.6793,Sun Mar 11 20:14:35 +0000 2018,0.065,0.693,22,0.242,Fox News,".@StefWKight on @POTUS, Kim Jong Un meeting: ""There is very cautious optimism. Both sides of the aisle feel like th… https://t.co/dRctXz4wPW"
223,-0.7964,Sun Mar 11 20:13:54 +0000 2018,0.372,0.628,23,0.0,Fox News,ICE seeks illegal immigrant in Colorado fatal hit-and-run who bonded out of jail https://t.co/SFPQvDJjEs
224,0.3612,Sun Mar 11 20:07:16 +0000 2018,0.0,0.857,24,0.143,Fox News,.@GovMikeHuckabee: @POTUS Is Like Joe Frazier 'At the Center of the Ring Throwing Punches' https://t.co/OLy4jpWLdA https://t.co/8aI6A97Mxq
225,0.0,Sun Mar 11 20:03:00 +0000 2018,0.0,1.0,25,0.0,Fox News,"Last night at his rally in southwestern Pennsylvania, President @realDonaldTrump tore into Rep. @MaxineWaters, who… https://t.co/QQsXR0wDRS"
226,0.0,Sun Mar 11 20:01:00 +0000 2018,0.0,1.0,26,0.0,Fox News,"TOMORROW on #Hannity, @seanhannity has a wide-ranging interview with @VP Mike Pence - Tune in at 9p ET on Fox News… https://t.co/hOsqH1yhsa"
227,0.4019,Sun Mar 11 19:55:50 +0000 2018,0.0,0.816,27,0.184,Fox News,"Trump WH expected to support raising minimum age to buy long guns
https://t.co/gA3URHxnyC"
228,-0.296,Sun Mar 11 19:53:38 +0000 2018,0.196,0.804,28,0.0,Fox News,Human remains found in yard of missing Disney worker https://t.co/4otkccxyY5
229,0.6249,Sun Mar 11 19:45:00 +0000 2018,0.0,0.758,29,0.242,Fox News,"On @FoxNewsSunday, when asked whether she’d agree to calls for genetic testing to resolve the heritage controversy,… https://t.co/urO6OH2iZ6"
230,-0.34,Sun Mar 11 19:43:48 +0000 2018,0.285,0.55,30,0.165,Fox News,Free Speech Under Fire: 'The Greg Gutfeld Show' Reacts to College Campus Outrage https://t.co/E6xBPehce0
231,-0.296,Sun Mar 11 19:38:16 +0000 2018,0.145,0.855,31,0.0,Fox News,"Missing Pennsylvania girl changed paperwork to list man, 45, as stepdad, police say https://t.co/4MgIEiNfGP"
232,-0.3384,Sun Mar 11 19:29:55 +0000 2018,0.13,0.87,32,0.0,Fox News,"On Twitter, @BernieSanders stood up for @MaxineWaters after President @realDonaldTrump called her a ""very low IQ in… https://t.co/fpIl6P3jgo"
233,0.4019,Sun Mar 11 19:29:29 +0000 2018,0.0,0.816,33,0.184,Fox News,.@realDonaldTrump @WhiteHouse expected to support raising minimum age to buy long guns https://t.co/gA3URHxnyC
234,0.7269,Sun Mar 11 19:21:00 +0000 2018,0.0,0.711,34,0.289,Fox News,"TONIGHT on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with Israeli PM @netanyahu - Tune in… https://t.co/iX1E4qQ69T"
235,-0.8074,Sun Mar 11 19:20:47 +0000 2018,0.542,0.458,35,0.0,Fox News,'Harvard of Mortuary Schools' charged with facilitating a cheating scandal https://t.co/480AMtQJk6
236,-0.34,Sun Mar 11 19:20:40 +0000 2018,0.194,0.806,36,0.0,Fox News,OPINION: Here’s how the Democrats’ ‘impeach Trump’ obsession could backfire https://t.co/iI0EyWfNsD
237,0.0,Sun Mar 11 19:13:10 +0000 2018,0.0,1.0,37,0.0,Fox News,Jobs added - February. https://t.co/Z5lD948nrr
238,-0.296,Sun Mar 11 19:12:21 +0000 2018,0.109,0.891,38,0.0,Fox News,".@TheJuanWilliams on DACA: ""The Democrats are right now I think counting on the fact that they can embarrass @POTUS… https://t.co/IGzkydnKV1"
239,0.8641,Sun Mar 11 19:08:42 +0000 2018,0.0,0.638,39,0.362,Fox News,"Jason Riley: ""The Constitution is very clear, the Supreme Court has been very clear. California is trying to block… https://t.co/KbF6xkUkpk"
240,0.0,Sun Mar 11 19:02:00 +0000 2018,0.0,1.0,40,0.0,Fox News,"On @FoxNewsSunday, @SenWarren revealed her 2020 plans. https://t.co/bxc34AE6rv https://t.co/kKJLPhbyot"
241,0.0,Sun Mar 11 19:01:54 +0000 2018,0.0,1.0,41,0.0,Fox News,".@SenWarren on running in 2020: "" I am not running for president in 2020. I have an election right now in 2018, her… https://t.co/YfAjWaTKol"
242,-0.2732,Sun Mar 11 18:59:08 +0000 2018,0.1,0.9,42,0.0,Fox News,".@SenWarren on banking bill: "" We cannot put the American people at risk for this again, particularly when the bank… https://t.co/Joa3DzW226"
243,0.0,Sun Mar 11 18:57:59 +0000 2018,0.0,1.0,43,0.0,Fox News,"'A Radical Ideology That's Contrary to American Law': Sessions Vows to Oppose Sanctuary Policies
https://t.co/g3DBPPqyZJ"
244,-0.4939,Sun Mar 11 18:55:09 +0000 2018,0.262,0.738,44,0.0,Fox News,"ABC's 'American Idol' premiere soured by Perry, Seacrest scandals https://t.co/RBHAZApkLu"
245,-0.0258,Sun Mar 11 18:45:00 +0000 2018,0.111,0.782,45,0.107,Fox News,Kristian Saucier: “It was a clear attempt by the Department of Justice… under Obama to use me as a scapegoat to tak… https://t.co/nihpAcZgNE
246,0.0,Sun Mar 11 18:43:08 +0000 2018,0.0,1.0,46,0.0,Fox News,".@johnrobertsFox asked @SenWarren: ""Would you be willing to take a DNA test?""

This was her answer... https://t.co/DlweIGkKyl"
247,0.7096,Sun Mar 11 18:41:11 +0000 2018,0.0,0.763,47,0.237,Fox News,".@SenWarren on North Korea: ""If we let them have a prize just based on a bunch of promises, knowing that they've br… https://t.co/FcfrKI63IH"
248,0.5095,Sun Mar 11 18:38:17 +0000 2018,0.0,0.859,48,0.141,Fox News,".@SenWarren on North Korea: ""I am very glad to see the Trump administration turn in the direction of diplomacy and… https://t.co/HbcxLXt3wP"
249,0.0772,Sun Mar 11 18:35:00 +0000 2018,0.0,0.933,49,0.067,Fox News,".@DiamondandSilk: ""We're not asking [@realDonaldTrump] to be politically correct. What we want him to do is be corr… https://t.co/mj8wIXjhJu"
250,0.0,Sun Mar 11 18:29:18 +0000 2018,0.0,1.0,50,0.0,Fox News,"On @foxandfriends,"" @USArmy officer @thejeremyhunt called out @LouisFarrakhan's 'legacy of bigotry' and the relucta… https://t.co/ZVymceTDsw"
251,-0.6249,Sun Mar 11 18:28:23 +0000 2018,0.231,0.769,51,0.0,Fox News,"Mike Pompeo on Putin's claim of new nuclear weapons: ""Each time there's an advance in anyone's weapon systems...Ame… https://t.co/qJZF94i7rP"
252,0.0,Sun Mar 11 18:27:13 +0000 2018,0.0,1.0,52,0.0,Fox News,"Trump slams NY Times' Haberman as 'Hillary flunky'; rips paper over Russia, lawyers story https://t.co/bVZsCnavmr"
253,0.5423,Sun Mar 11 18:22:31 +0000 2018,0.071,0.71,53,0.219,Fox News,"On ""Cavuto Live,"" @SenatorTimScott touted the excellent news within the February jobs report.… https://t.co/6MfC5gdgfG"
254,0.7269,Sun Mar 11 18:21:00 +0000 2018,0.0,0.711,54,0.289,Fox News,"TONIGHT on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with Israeli PM @netanyahu - Tune in… https://t.co/UyM521YZOw"
255,-0.5574,Sun Mar 11 18:20:59 +0000 2018,0.213,0.787,55,0.0,Fox News,"Mike Pompeo on @realDonaldTrump, Kim Jong Un meeting: ""Make no mistake about it: while these negotiations are going… https://t.co/nJnCq2d3rh"
256,0.0,Sun Mar 11 18:20:31 +0000 2018,0.0,1.0,56,0.0,Fox News,"RT @EricShawnTV: I anchor @FoxNews at 4pm EDT: The @POTUS @realDonaldTrump and #KimJongUn meeting. @AmbJohnBolton says ""How can you tell wh…"
257,0.0258,Sun Mar 11 18:20:19 +0000 2018,0.168,0.66,57,0.173,Fox News,.@Dennis_Kucinich Praises President @realDonaldTrump's Tariffs: 'We've Ended Up Being the Suckers of the World'  https://t.co/9ZkqHYwBvY
258,0.0,Sun Mar 11 18:20:08 +0000 2018,0.0,1.0,58,0.0,Fox News,"Mike Pompeo: ""Never before have we had the North Koreans in the position where their economy was at such risk...tha… https://t.co/ZH8A2NLiFF"
259,0.5859,Sun Mar 11 18:12:43 +0000 2018,0.0,0.774,59,0.226,Fox News,"Tiger Woods closes to within 1 shot of leader, chasing first win since 2013 https://t.co/0UBqJqQMSv"
260,-0.296,Sun Mar 11 18:10:13 +0000 2018,0.145,0.855,60,0.0,Fox News,"Missing Pennsylvania girl changed paperwork to list man, 45, as stepdad, police say https://t.co/4MgIEiNfGP"
261,0.0,Sun Mar 11 18:04:00 +0000 2018,0.0,1.0,61,0.0,Fox News,"On @foxandfriends, Democrat for Trump Andrew Stein talked about Democrats' Farrakhan problem.… https://t.co/4oKhksTaes"
262,-0.296,Sun Mar 11 18:01:03 +0000 2018,0.136,0.864,62,0.0,Fox News,"Warren: No to White House bid, DNA test; says heritage  'part of who I am' https://t.co/HU7BGrUu47"
263,0.0,Sun Mar 11 17:54:54 +0000 2018,0.0,1.0,63,0.0,Fox News,Military 'encounter' with 'UFO' revealed in 2015 footage https://t.co/lw09Htj59U
264,0.4019,Sun Mar 11 17:48:00 +0000 2018,0.0,0.856,64,0.144,Fox News,.@RepRatcliffe: “I do think that a special counsel will be required because of the jurisdictional limitations that… https://t.co/arWtsD0DpC
265,0.3612,Sun Mar 11 17:42:41 +0000 2018,0.0,0.706,65,0.294,Fox News,Do you agree with @Nigel_Farage? https://t.co/YCD6myg2jO https://t.co/x6Vm1Jg9ji
266,0.0,Sun Mar 11 17:35:09 +0000 2018,0.0,1.0,66,0.0,Fox News,China lawmakers abolish presidential term limits      https://t.co/QfkqU8Jjoi
267,0.4019,Sun Mar 11 17:33:01 +0000 2018,0.0,0.803,67,0.197,Fox News,.@ByronYork on the special counsel: “There’s probably not a case on collusion.” https://t.co/fn2MTk1W0O
268,0.2584,Sun Mar 11 17:31:08 +0000 2018,0.0,0.844,68,0.156,Fox News,"Pro-Trump Dem: 'Hypocrite' Lawmakers Who Call For Impeachment Won't Denounce Farrakhan
 
https://t.co/ccYzXMScL4"
269,0.0,Sun Mar 11 17:22:50 +0000 2018,0.0,1.0,69,0.0,Fox News,"Kathy Griffin plans comeback tour, with shows in 'Trump's backyard' https://t.co/xzG9CdQiIV"
270,-0.3384,Sun Mar 11 17:15:00 +0000 2018,0.155,0.845,70,0.0,Fox News,"Rep. @MaxineWaters responds to President @realDonaldTrump, who called her a ""very low IQ individual.""… https://t.co/5dbuJGHDhm"
271,0.5106,Sun Mar 11 17:05:22 +0000 2018,0.0,0.784,71,0.216,Fox News,Park space honoring Confederacy rededicated to Harriet Tubman in Baltimore https://t.co/NerlmJaoRZ (via @christocarbone)
272,0.0,Sun Mar 11 17:03:00 +0000 2018,0.0,1.0,72,0.0,Fox News,"Last night at his rally in southwestern Pennsylvania, President @realDonaldTrump tore into Rep. @MaxineWaters, who… https://t.co/L94cydFXKA"
273,0.7269,Sun Mar 11 16:53:00 +0000 2018,0.0,0.711,73,0.289,Fox News,"TONIGHT on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with Israeli PM @netanyahu - Tune in… https://t.co/WOcTDnvxI1"
274,0.0,Sun Mar 11 16:50:00 +0000 2018,0.0,1.0,74,0.0,Fox News,"TOMORROW on #Hannity, @seanhannity has a wide-ranging interview with @VP Mike Pence - Tune in at 9p ET on Fox News… https://t.co/Ahp6mqPWhH"
275,-0.4717,Sun Mar 11 16:49:00 +0000 2018,0.139,0.861,75,0.0,Fox News,"President @realDonaldTrump: ""If I don't win the elections, their ratings are going to be so far down... Can you ima… https://t.co/Amlh5Ihc5p"
276,-0.5574,Sun Mar 11 16:44:00 +0000 2018,0.295,0.705,76,0.0,Fox News,"On @foxandfriends, @PeteHegseth slammed Democrats who refuse to denounce Louis Farrakhan. https://t.co/JK0Kt0474s https://t.co/PhK2H3Uom0"
277,-0.34,Sun Mar 11 16:42:33 +0000 2018,0.211,0.789,77,0.0,Fox News,.@lizpeek: Here’s how @TheDemocrats’ ‘impeach @realDonaldTrump’ obsession could backfire https://t.co/iI0EyWfNsD
278,-0.7964,Sun Mar 11 16:40:44 +0000 2018,0.351,0.649,78,0.0,Fox News,Utah woman found guilty of trying to hire hit man charged with same crime for third time https://t.co/8y0dLklhcb
279,0.0,Sun Mar 11 16:39:42 +0000 2018,0.0,1.0,79,0.0,Fox News,John McEnroe sells Charles Manson-inspired painting for $10.4M https://t.co/lWq3IiajeT
280,0.0,Sun Mar 11 16:32:00 +0000 2018,0.0,1.0,80,0.0,Fox News,California coffee shop refuses to serve police. https://t.co/wFAvdk0rdA https://t.co/oQ1h4NYvTP
281,-0.3384,Sun Mar 11 16:15:00 +0000 2018,0.23,0.77,81,0.0,Fox News,"President @realDonaldTrump: ""@MaxineWaters - a very low IQ individual.""  https://t.co/hGCB1MlvSx https://t.co/TnuaP8BXR3"
282,-0.296,Sun Mar 11 16:13:11 +0000 2018,0.136,0.864,82,0.0,Fox News,"Warren: No to White House bid, DNA test; says heritage  'part of who I am' https://t.co/HU7BGrUu47"
283,-0.7964,Sun Mar 11 16:10:10 +0000 2018,0.372,0.628,83,0.0,Fox News,ICE seeks illegal immigrant in Colorado fatal hit-and-run who bonded out of jail https://t.co/SFPQvDJjEs
284,-0.296,Sun Mar 11 15:59:00 +0000 2018,0.145,0.855,84,0.0,Fox News,Republican Jewish Coalition demands resignation of Democratic leaders with ties to Farrakhan https://t.co/p9JgLTbu51 https://t.co/xRqfygTjBR
285,0.1531,Sun Mar 11 15:56:11 +0000 2018,0.11,0.75,85,0.14,Fox News,"""[@POTUS​] missed the opportunity to say, 'We don't stand for domestic violence.'""

WATCH: @HowardKurtz's full inte… https://t.co/gAIdShO3xc"
286,0.7783,Sun Mar 11 15:53:00 +0000 2018,0.0,0.726,86,0.274,Fox News,".@cvpayne: ""We're come of survival mode economically. We're back into the growth mode that made America the best co… https://t.co/f4jUCeqPRa"
287,-0.296,Sun Mar 11 15:51:42 +0000 2018,0.136,0.864,87,0.0,Fox News,CIA chief Pompeo says no concessions to North Korea's Kim Jong Un before talks https://t.co/cZFTh4LC1y
288,0.34,Sun Mar 11 15:43:20 +0000 2018,0.0,0.87,88,0.13,Fox News,".@jasoninthehouse: ""The hacking into the... @DCCC computers - they wouldn't even let Homeland Security look at that… https://t.co/YGqe2A0wjA"
289,-0.7845,Sun Mar 11 15:43:00 +0000 2018,0.496,0.504,89,0.0,Fox News,.@POTUS: Drug dealers should get death penalty. https://t.co/hGCB1M3V0Z https://t.co/yEWHNAjo8u
290,0.0,Sun Mar 11 15:33:26 +0000 2018,0.0,1.0,90,0.0,Fox News,".@Nigel_Farage: ""We're all part of a movement - a movement against what has happened over the last 2 or 3 decades,… https://t.co/pBlPgU5biA"
291,0.0,Sun Mar 11 15:31:00 +0000 2018,0.0,1.0,91,0.0,Fox News,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to Niall Ferguson - Tune in at 9p ET on Fox News Channel! https://t.co/bAwWUY8lou"
292,-0.6908,Sun Mar 11 15:30:10 +0000 2018,0.241,0.759,92,0.0,Fox News,RT @EricShawnTV: I anchor @FoxNews at 12 EDT: What lies ahead for @POTUS @realDonaldTrump and #KimJongUn? A North Korean defector tells me…
293,0.2263,Sun Mar 11 15:22:24 +0000 2018,0.0,0.872,93,0.128,Fox News,"Last night in Moon Township, PA, President @realDonaldTrump did his impression of 'presidential.'… https://t.co/S0O46OcK8T"
294,0.3612,Sun Mar 11 15:21:00 +0000 2018,0.0,0.884,94,0.116,Fox News,".@MZHemingway: ""He's like a standup routine out there... and the media act so prim and proper about it in response.… https://t.co/oPaZDd9yW2"
295,0.7269,Sun Mar 11 15:16:26 +0000 2018,0.0,0.711,95,0.289,Fox News,"TONIGHT on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with Israeli PM @netanyahu - Tune in… https://t.co/Q1qspJlZmD"
296,0.0,Sun Mar 11 15:14:00 +0000 2018,0.0,1.0,96,0.0,Fox News,.@DNC vows to limit superdelegate influence. https://t.co/Il1AWVm5N0
297,0.0,Sun Mar 11 15:11:26 +0000 2018,0.0,1.0,97,0.0,Fox News,Report: ATF Probing VA Dem Candidate After AR-15 Buzzsaw Video https://t.co/QgBHqUmB9d
298,0.0,Sun Mar 11 15:11:05 +0000 2018,0.0,1.0,98,0.0,Fox News,".@GovMikeHuckabee: ""[@POTUS] constantly is keeping everyone else on stage off guard, off center, rocking on their h… https://t.co/dujmyTo6j7"
299,-0.7269,Sun Mar 11 15:05:56 +0000 2018,0.433,0.567,99,0.0,Fox News,California standoff suspect ID'd after death of police officer https://t.co/htD7YXG1Mf
300,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0,0.117,CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
301,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,1,0.113,CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
302,0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,2,0.177,CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
303,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,3,0.447,CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
