,Compound Score,Date,Negative Sentiment,Neutral Sentiment,Order Position,Positive Sentiment,Source,Tweet
304,0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,4,0.0,CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
305,0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,5,0.336,CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
306,0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,6,0.132,CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
307,-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,7,0.15,CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
308,0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,8,0.0,CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
309,0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,9,0.244,CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
310,0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,10,0.167,CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
311,0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,11,0.116,CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
312,0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,12,0.0,CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
313,0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,13,0.247,CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
314,0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,14,0.282,CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
315,0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,15,0.151,CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
316,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,16,0.0,CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
317,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,17,0.159,CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
318,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,18,0.538,CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
319,0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,19,0.234,CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
320,0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,20,0.178,CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
321,0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,21,0.325,CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…"
322,0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,22,0.275,CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ"
323,0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,23,0.0,CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01"
324,0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,24,0.0,CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA
325,0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,25,0.0,CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…"
326,0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,26,0.116,CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…"
327,0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,27,0.152,CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…
328,0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,28,0.0,CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…"
329,0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,29,0.0,CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…"
330,0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,30,0.105,CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…"
331,0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,31,0.266,CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…
332,0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,32,0.429,CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…
333,-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,33,0.0,CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…"
334,0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,34,0.0,CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ"
335,0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,35,0.0,CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…"
336,0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,36,0.231,CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…"
337,0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,37,0.0,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…
338,0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,38,0.0,CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb"
339,0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,39,0.155,CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…
340,0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,40,0.0,CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…"
341,0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,41,0.0,CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…
342,0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,42,0.248,CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…"
343,0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,43,0.116,CBS,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…"
344,-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,44,0.0,CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…"
345,0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,45,0.128,CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v
346,0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,46,0.227,CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB"
347,0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,47,0.108,CBS,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…"
348,0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,48,0.248,CBS,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H"
349,0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,49,0.466,CBS,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC
350,0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,50,0.0,CBS,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…"
351,0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,51,0.252,CBS,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…"
352,0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,52,0.0,CBS,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…
353,0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,53,0.0,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…
354,0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,54,0.304,CBS,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…
355,-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,55,0.0,CBS,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…
356,0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,56,0.066,CBS,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…"
357,0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,57,0.312,CBS,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z"
358,0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,58,0.0,CBS,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…"
359,0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,59,0.121,CBS,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…"
360,0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,60,0.0,CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…"
361,0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,61,0.118,CBS,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0"
362,0.0,Sat Feb 03 23:11:43 +0000 2018,0.0,1.0,62,0.0,CBS,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP
363,0.8268,Sat Feb 03 12:00:07 +0000 2018,0.0,0.662,63,0.338,CBS,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT"
364,-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,64,0.0,CBS,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…
365,0.4019,Fri Feb 02 20:07:40 +0000 2018,0.0,0.856,65,0.144,CBS,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp"
366,0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,66,0.124,CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…
367,0.6114,Fri Feb 02 17:23:18 +0000 2018,0.0,0.834,67,0.166,CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg
368,0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,68,0.0,CBS,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02
369,0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,69,0.0,CBS,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG"
370,0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.912,70,0.088,CBS,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu"
371,0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,71,0.135,CBS,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…
372,0.4588,Wed Jan 31 16:37:17 +0000 2018,0.0,0.812,72,0.188,CBS,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd"
373,0.1779,Wed Jan 31 06:55:30 +0000 2018,0.095,0.779,73,0.126,CBS,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX
374,-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,74,0.179,CBS,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials"
375,-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,75,0.0,CBS,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so"
376,0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,76,0.256,CBS,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one."
377,0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.81,77,0.19,CBS,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy"
378,0.8261,Wed Jan 31 01:31:27 +0000 2018,0.0,0.566,78,0.434,CBS,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials
379,0.8309,Wed Jan 31 01:29:10 +0000 2018,0.0,0.586,79,0.414,CBS,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!
380,0.6588,Wed Jan 31 01:24:16 +0000 2018,0.0,0.614,80,0.386,CBS,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials
381,-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.398,0.602,81,0.0,CBS,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk
382,0.0,Wed Jan 31 01:17:37 +0000 2018,0.0,1.0,82,0.0,CBS,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials
383,0.7525,Wed Jan 31 01:16:15 +0000 2018,0.0,0.651,83,0.349,CBS,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug
384,0.0,Wed Jan 31 01:08:01 +0000 2018,0.0,1.0,84,0.0,CBS,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌
385,0.8516,Wed Jan 31 01:04:34 +0000 2018,0.0,0.42,85,0.58,CBS,RT @Mixxxalv: Watching #superbowlcommercials let the best win!
386,0.8442,Wed Jan 31 01:00:35 +0000 2018,0.0,0.649,86,0.351,CBS,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u
387,0.923,Wed Jan 31 00:55:04 +0000 2018,0.0,0.594,87,0.406,CBS,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd
388,0.5994,Wed Jan 31 00:37:20 +0000 2018,0.0,0.794,88,0.206,CBS,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg"
389,0.8834,Wed Jan 31 00:11:53 +0000 2018,0.0,0.593,89,0.407,CBS,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5"
390,0.8553,Tue Jan 30 23:35:01 +0000 2018,0.0,0.724,90,0.276,CBS,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98
391,0.8553,Tue Jan 30 21:19:22 +0000 2018,0.0,0.694,91,0.306,CBS,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN
392,0.9215,Tue Jan 30 18:46:04 +0000 2018,0.0,0.609,92,0.391,CBS,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5"
393,0.0,Tue Jan 30 16:00:02 +0000 2018,0.0,1.0,93,0.0,CBS,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli
394,0.5994,Tue Jan 30 04:03:31 +0000 2018,0.0,0.813,94,0.187,CBS,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN"
395,0.6908,Tue Jan 30 03:17:51 +0000 2018,0.0,0.711,95,0.289,CBS,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN
396,0.0,Tue Jan 30 02:12:15 +0000 2018,0.0,1.0,96,0.0,CBS,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6
397,-0.296,Tue Jan 30 01:29:06 +0000 2018,0.115,0.885,97,0.0,CBS,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22
398,0.0,Tue Jan 30 00:11:05 +0000 2018,0.0,1.0,98,0.0,CBS,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR
399,0.3818,Mon Jan 29 22:45:21 +0000 2018,0.0,0.885,99,0.115,CBS,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu
400,0.2023,Sun Mar 11 22:01:05 +0000 2018,0.0,0.878,0,0.122,The New York Times,Who will be the top seeds in this year's NCAA tournament? Here's a primer. https://t.co/RVVLzdnf5a
401,0.0,Sun Mar 11 21:51:02 +0000 2018,0.0,1.0,1,0.0,The New York Times,"We stand by our reporting, which was confirmed by multiple people close to President Trump https://t.co/IzXUsm5Rfz"
402,0.0,Sun Mar 11 21:46:09 +0000 2018,0.0,1.0,2,0.0,The New York Times,Some skiers who crashed in the treacherous conditions at the Sochi Paralympics are seeking redemption in Pyeongchang https://t.co/dVsifxjxlG
403,0.0,Sun Mar 11 21:31:04 +0000 2018,0.0,1.0,3,0.0,The New York Times,"For the third time in 12 years, Chile’s two towering political figures will trade the powers of the presidency https://t.co/Jcl0Sogl0E"
404,0.0,Sun Mar 11 21:16:06 +0000 2018,0.0,1.0,4,0.0,The New York Times,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/WkV1npiYlI"
405,0.0,Sun Mar 11 21:01:02 +0000 2018,0.0,1.0,5,0.0,The New York Times,Another winter storm — the third in less than two weeks — is expected to hit New England starting on Monday evening https://t.co/3qSvGSl1bg
406,-0.6249,Sun Mar 11 20:46:21 +0000 2018,0.202,0.749,6,0.049,The New York Times,"RT @alexburnsNYT: ""People do want somebody who will fight for them""

Democrats, crushed in Ohio in 2016, trying to rebuild their populist c…"
407,0.4019,Sun Mar 11 20:31:08 +0000 2018,0.0,0.87,7,0.13,The New York Times,White evangelical Christians remain a core of President Trump's support. But there are signs that his hold on them… https://t.co/TPAB9HpyRf
408,0.8074,Sun Mar 11 20:16:14 +0000 2018,0.0,0.61,8,0.39,The New York Times,Modern Love wants to hear about how college students handle sexual consent. Share your story.… https://t.co/1Y1JtigIOx
409,-0.3182,Sun Mar 11 20:01:01 +0000 2018,0.141,0.859,9,0.0,The New York Times,"Al Sharpton, reconsidered: cigar bars, bespoke suits and an odd kinship with Donald Trump https://t.co/MgfnbRT3KL"
410,0.0,Sun Mar 11 19:54:03 +0000 2018,0.0,1.0,10,0.0,The New York Times,"RT @cliffordlevy: Few things:
• @maggieNYT is one of the finest journalists in the world. 
• @realDonaldTrump has talked to her for more th…"
411,-0.25,Sun Mar 11 19:46:05 +0000 2018,0.087,0.913,11,0.0,The New York Times,RT @NYTNational: An anti-opioid protest at the Temple of Dendur at the Met targeted a family of art patrons connected to OxyContin https://…
412,-0.4767,Sun Mar 11 19:31:05 +0000 2018,0.14,0.86,12,0.0,The New York Times,The North Carolina police officer seen using a Taser and punching a black man in a video had been suspended in the… https://t.co/MPSI9Rh8DN
413,0.2023,Sun Mar 11 19:16:02 +0000 2018,0.0,0.909,13,0.091,The New York Times,Republicans rushed to pass a tax overhaul. Now companies and trade groups are pushing the Treasury Department and C… https://t.co/NwZjulbphd
414,0.0,Sun Mar 11 18:59:49 +0000 2018,0.0,1.0,14,0.0,The New York Times,"RT @NYTimesPR: We stand by our reporting, which was confirmed by multiple people close to the President. 

https://t.co/V7QwknhCXK

https:/…"
415,0.2023,Sun Mar 11 18:46:04 +0000 2018,0.124,0.714,15,0.162,The New York Times,"Racial justice is driving the fight for, and against, the legalization of marijuana in New Jersey
https://t.co/sHIXSEp0nG"
416,0.0,Sun Mar 11 18:31:04 +0000 2018,0.0,1.0,16,0.0,The New York Times,"In a 75-minute performance in western Pennsylvania, it was President Trump, vintage 2016: rambling and animated, bo… https://t.co/3YrPwzcHHx"
417,0.0,Sun Mar 11 18:16:02 +0000 2018,0.0,1.0,17,0.0,The New York Times,"RT @nytopinion: From the Editorial Board: In every election, tens of millions of Americans stay home. Studies of turnout among developed na…"
418,0.0,Sun Mar 11 18:01:05 +0000 2018,0.0,1.0,18,0.0,The New York Times,Wash your clothes and wipe your phones: British officials issued an advisory to some members of the public after a… https://t.co/330Z0X5dcm
419,-0.0155,Sun Mar 11 17:46:03 +0000 2018,0.097,0.809,19,0.094,The New York Times,The sitcom “Black-ish” has not been shy about plunging into controversial issues. But a recent politically charged… https://t.co/2qQWRBKMMc
420,0.0,Sun Mar 11 17:46:03 +0000 2018,0.234,0.532,20,0.234,The New York Times,A horse walked into a club — no joke https://t.co/pJuZYS2lku
421,0.0,Sun Mar 11 17:33:56 +0000 2018,0.0,1.0,21,0.0,The New York Times,RT @maggieNYT: ....which raises possibility Flood has turned him down https://t.co/UmnZMLogAf
422,0.0,Sun Mar 11 17:33:27 +0000 2018,0.0,1.0,22,0.0,The New York Times,RT @maggieNYT: Several people close to Trump confirmed our story. Trump also met with Emmet Flood in the Oval last week for purpose of pote…
423,0.0,Sun Mar 11 17:24:34 +0000 2018,0.0,1.0,23,0.0,The New York Times,"RT @maureendowd: Rebecca Miller makes a movie, grappling with her father's legacy, her hidden brother, and, inevitably, Marilyn Monroe.

ht…"
424,0.4404,Sun Mar 11 17:16:00 +0000 2018,0.094,0.687,24,0.219,The New York Times,"Bono apologized and said he was ""furious"" after former employees of a charity he co-founded accused managers of bul… https://t.co/N1Rkdf8Qjo"
425,0.0,Sun Mar 11 17:01:05 +0000 2018,0.0,1.0,25,0.0,The New York Times,The program was intended to reintegrate soldiers into civilian life. Friday’s shooting at a California veterans hom… https://t.co/sHRPr4f1Sb
426,0.0,Sun Mar 11 16:46:02 +0000 2018,0.0,1.0,26,0.0,The New York Times,GAAAAAAHHH! https://t.co/RY2PFkqU5Y
427,-0.4939,Sun Mar 11 16:31:08 +0000 2018,0.127,0.873,27,0.0,The New York Times,"RT @MujMash: Around this time 2001 the Taliban destroyed the Bamiyan Buddhas.
Their frames still stand tall in the valley.
“The Buddhas wer…"
428,0.1761,Sun Mar 11 16:16:09 +0000 2018,0.085,0.798,28,0.117,The New York Times,Trump’s seemingly unstoppable series of erratic moves has helped cast China as the more stable power in Asia https://t.co/w0KT9IUqe7
429,0.296,Sun Mar 11 16:01:08 +0000 2018,0.0,0.824,29,0.176,The New York Times,We want to hear how college students handle consent for sexual intimacy in relationships and encounters https://t.co/FRVOuFyp23
430,0.0,Sun Mar 11 15:46:02 +0000 2018,0.0,1.0,30,0.0,The New York Times,President Xi Jinping has set China on course to follow his hard-line authoritarian rule far into the future https://t.co/ZNBzhGP6KQ
431,0.0,Sun Mar 11 15:31:05 +0000 2018,0.0,1.0,31,0.0,The New York Times,"RT @malika_andrews: It’s selection Sunday! After a season riddled with setbacks, Louisville believes it has done enough to have its name ca…"
432,0.0299,Sun Mar 11 15:16:03 +0000 2018,0.093,0.809,32,0.098,The New York Times,Stephen Bannon and Marine Le Pen met in a symbolic embrace in France. It was not clear whether the encounter would… https://t.co/VOsQfDpp1a
433,0.0,Sun Mar 11 15:05:13 +0000 2018,0.0,1.0,33,0.0,The New York Times,"Charmaine Pruitt, a black evangelical, thought she had found a spiritual home at a white-majority church. Then came… https://t.co/2jhkWQoKpo"
434,-0.296,Sun Mar 11 14:46:04 +0000 2018,0.099,0.901,34,0.0,The New York Times,Trump has staked his reputation as a deal maker on the presumption that he can personally achieve what no other pre… https://t.co/uoydgUbADf
